dataset_code,layer_code,current_layer_code,model,scenario,year,version
Bio-ORACLE,BO21_RCP45_2050_salinitymax_ss,BO21_salinitymax_ss,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_salinitymean_bdmax,BO21_salinitymean_bdmax,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_salinitymean_bdmean,BO21_salinitymean_bdmean,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_salinitymean_bdmin,BO21_salinitymean_bdmin,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_salinitymean_ss,BO21_salinitymean_ss,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_salinitymin_bdmax,BO21_salinitymin_bdmax,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_salinitymin_bdmean,BO21_salinitymin_bdmean,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_salinitymin_bdmin,BO21_salinitymin_bdmin,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_salinitymin_ss,BO21_salinitymin_ss,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_salinityrange_bdmax,BO21_salinityrange_bdmax,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_salinityrange_bdmean,BO21_salinityrange_bdmean,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_salinityrange_bdmin,BO21_salinityrange_bdmin,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_salinityrange_ss,BO21_salinityrange_ss,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_templtmax_bdmax,BO21_templtmax_bdmax,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_templtmax_bdmean,BO21_templtmax_bdmean,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_templtmax_bdmin,BO21_templtmax_bdmin,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_templtmax_ss,BO21_templtmax_ss,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_templtmin_bdmax,BO21_templtmin_bdmax,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_templtmin_bdmean,BO21_templtmin_bdmean,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_templtmin_bdmin,BO21_templtmin_bdmin,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_templtmin_ss,BO21_templtmin_ss,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_tempmax_bdmax,BO21_tempmax_bdmax,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_tempmax_bdmean,BO21_tempmax_bdmean,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_tempmax_bdmin,BO21_tempmax_bdmin,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_tempmax_ss,BO21_tempmax_ss,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_tempmean_bdmax,BO21_tempmean_bdmax,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_tempmean_bdmean,BO21_tempmean_bdmean,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_tempmean_bdmin,BO21_tempmean_bdmin,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_tempmean_ss,BO21_tempmean_ss,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_tempmin_bdmax,BO21_tempmin_bdmax,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_tempmin_bdmean,BO21_tempmin_bdmean,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_tempmin_bdmin,BO21_tempmin_bdmin,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_tempmin_ss,BO21_tempmin_ss,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_temprange_bdmax,BO21_temprange_bdmax,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_temprange_bdmean,BO21_temprange_bdmean,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_temprange_bdmin,BO21_temprange_bdmin,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2050_temprange_ss,BO21_temprange_ss,AOGCM,RCP45,2050,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelltmax_bdmax,BO21_curvelltmax_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelltmax_bdmean,BO21_curvelltmax_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelltmax_bdmin,BO21_curvelltmax_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelltmax_ss,BO21_curvelltmax_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelltmin_bdmax,BO21_curvelltmin_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelltmin_bdmean,BO21_curvelltmin_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelltmin_bdmin,BO21_curvelltmin_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelltmin_ss,BO21_curvelltmin_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelmax_bdmax,BO21_curvelmax_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelmax_bdmean,BO21_curvelmax_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelmax_bdmin,BO21_curvelmax_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelmax_ss,BO21_curvelmax_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelmean_bdmax,BO21_curvelmean_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelmean_bdmean,BO21_curvelmean_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelmean_bdmin,BO21_curvelmean_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelmean_ss,BO21_curvelmean_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelmin_bdmax,BO21_curvelmin_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelmin_bdmean,BO21_curvelmin_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelmin_bdmin,BO21_curvelmin_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelmin_ss,BO21_curvelmin_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelrange_bdmax,BO21_curvelrange_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelrange_bdmean,BO21_curvelrange_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelrange_bdmin,BO21_curvelrange_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_curvelrange_ss,BO21_curvelrange_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinityltmax_bdmax,BO21_salinityltmax_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinityltmax_bdmean,BO21_salinityltmax_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinityltmax_bdmin,BO21_salinityltmax_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinityltmax_ss,BO21_salinityltmax_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinityltmin_bdmax,BO21_salinityltmin_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinityltmin_bdmean,BO21_salinityltmin_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinityltmin_bdmin,BO21_salinityltmin_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinityltmin_ss,BO21_salinityltmin_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinitymax_bdmax,BO21_salinitymax_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinitymax_bdmean,BO21_salinitymax_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinitymax_bdmin,BO21_salinitymax_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinitymax_ss,BO21_salinitymax_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinitymean_bdmax,BO21_salinitymean_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinitymean_bdmean,BO21_salinitymean_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinitymean_bdmin,BO21_salinitymean_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinitymean_ss,BO21_salinitymean_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinitymin_bdmax,BO21_salinitymin_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinitymin_bdmean,BO21_salinitymin_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinitymin_bdmin,BO21_salinitymin_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinitymin_ss,BO21_salinitymin_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinityrange_bdmax,BO21_salinityrange_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinityrange_bdmean,BO21_salinityrange_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinityrange_bdmin,BO21_salinityrange_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_salinityrange_ss,BO21_salinityrange_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_templtmax_bdmax,BO21_templtmax_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_templtmax_bdmean,BO21_templtmax_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_templtmax_bdmin,BO21_templtmax_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_templtmax_ss,BO21_templtmax_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_templtmin_bdmax,BO21_templtmin_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_templtmin_bdmean,BO21_templtmin_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_templtmin_bdmin,BO21_templtmin_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_templtmin_ss,BO21_templtmin_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_tempmax_bdmax,BO21_tempmax_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_tempmax_bdmean,BO21_tempmax_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_tempmax_bdmin,BO21_tempmax_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_tempmax_ss,BO21_tempmax_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_tempmean_bdmax,BO21_tempmean_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_tempmean_bdmean,BO21_tempmean_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_tempmean_bdmin,BO21_tempmean_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_tempmean_ss,BO21_tempmean_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_tempmin_bdmax,BO21_tempmin_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_tempmin_bdmean,BO21_tempmin_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_tempmin_bdmin,BO21_tempmin_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_tempmin_ss,BO21_tempmin_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_temprange_bdmax,BO21_temprange_bdmax,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_temprange_bdmean,BO21_temprange_bdmean,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_temprange_bdmin,BO21_temprange_bdmin,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP45_2100_temprange_ss,BO21_temprange_ss,AOGCM,RCP45,2100,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelltmax_bdmax,BO21_curvelltmax_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelltmax_bdmean,BO21_curvelltmax_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelltmax_bdmin,BO21_curvelltmax_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelltmax_ss,BO21_curvelltmax_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelltmin_bdmax,BO21_curvelltmin_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelltmin_bdmean,BO21_curvelltmin_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelltmin_bdmin,BO21_curvelltmin_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelltmin_ss,BO21_curvelltmin_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelmax_bdmax,BO21_curvelmax_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelmax_bdmean,BO21_curvelmax_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelmax_bdmin,BO21_curvelmax_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelmax_ss,BO21_curvelmax_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelmean_bdmax,BO21_curvelmean_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelmean_bdmean,BO21_curvelmean_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelmean_bdmin,BO21_curvelmean_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelmean_ss,BO21_curvelmean_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelmin_bdmax,BO21_curvelmin_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelmin_bdmean,BO21_curvelmin_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelmin_bdmin,BO21_curvelmin_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelmin_ss,BO21_curvelmin_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelrange_bdmax,BO21_curvelrange_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelrange_bdmean,BO21_curvelrange_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelrange_bdmin,BO21_curvelrange_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_curvelrange_ss,BO21_curvelrange_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinityltmax_bdmax,BO21_salinityltmax_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinityltmax_bdmean,BO21_salinityltmax_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinityltmax_bdmin,BO21_salinityltmax_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinityltmax_ss,BO21_salinityltmax_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinityltmin_bdmax,BO21_salinityltmin_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinityltmin_bdmean,BO21_salinityltmin_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinityltmin_bdmin,BO21_salinityltmin_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinityltmin_ss,BO21_salinityltmin_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinitymax_bdmax,BO21_salinitymax_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinitymax_bdmean,BO21_salinitymax_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinitymax_bdmin,BO21_salinitymax_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinitymax_ss,BO21_salinitymax_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinitymean_bdmax,BO21_salinitymean_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinitymean_bdmean,BO21_salinitymean_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinitymean_bdmin,BO21_salinitymean_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinitymean_ss,BO21_salinitymean_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinitymin_bdmax,BO21_salinitymin_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinitymin_bdmean,BO21_salinitymin_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinitymin_bdmin,BO21_salinitymin_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinitymin_ss,BO21_salinitymin_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinityrange_bdmax,BO21_salinityrange_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinityrange_bdmean,BO21_salinityrange_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinityrange_bdmin,BO21_salinityrange_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_salinityrange_ss,BO21_salinityrange_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_templtmax_bdmax,BO21_templtmax_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_templtmax_bdmean,BO21_templtmax_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_templtmax_bdmin,BO21_templtmax_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_templtmax_ss,BO21_templtmax_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_templtmin_bdmax,BO21_templtmin_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_templtmin_bdmean,BO21_templtmin_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_templtmin_bdmin,BO21_templtmin_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_templtmin_ss,BO21_templtmin_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_tempmax_bdmax,BO21_tempmax_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_tempmax_bdmean,BO21_tempmax_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_tempmax_bdmin,BO21_tempmax_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_tempmax_ss,BO21_tempmax_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_tempmean_bdmax,BO21_tempmean_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_tempmean_bdmean,BO21_tempmean_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_tempmean_bdmin,BO21_tempmean_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_tempmean_ss,BO21_tempmean_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_tempmin_bdmax,BO21_tempmin_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_tempmin_bdmean,BO21_tempmin_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_tempmin_bdmin,BO21_tempmin_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_tempmin_ss,BO21_tempmin_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_temprange_bdmax,BO21_temprange_bdmax,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_temprange_bdmean,BO21_temprange_bdmean,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_temprange_bdmin,BO21_temprange_bdmin,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2050_temprange_ss,BO21_temprange_ss,AOGCM,RCP60,2050,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelltmax_bdmax,BO21_curvelltmax_bdmax,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelltmax_bdmean,BO21_curvelltmax_bdmean,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelltmax_bdmin,BO21_curvelltmax_bdmin,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelltmax_ss,BO21_curvelltmax_ss,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelltmin_bdmax,BO21_curvelltmin_bdmax,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelltmin_bdmean,BO21_curvelltmin_bdmean,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelltmin_bdmin,BO21_curvelltmin_bdmin,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelltmin_ss,BO21_curvelltmin_ss,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelmax_bdmax,BO21_curvelmax_bdmax,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelmax_bdmean,BO21_curvelmax_bdmean,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelmax_bdmin,BO21_curvelmax_bdmin,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelmax_ss,BO21_curvelmax_ss,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelmean_bdmax,BO21_curvelmean_bdmax,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelmean_bdmean,BO21_curvelmean_bdmean,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelmean_bdmin,BO21_curvelmean_bdmin,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelmean_ss,BO21_curvelmean_ss,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelmin_bdmax,BO21_curvelmin_bdmax,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelmin_bdmean,BO21_curvelmin_bdmean,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelmin_bdmin,BO21_curvelmin_bdmin,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelmin_ss,BO21_curvelmin_ss,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelrange_bdmax,BO21_curvelrange_bdmax,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelrange_bdmean,BO21_curvelrange_bdmean,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelrange_bdmin,BO21_curvelrange_bdmin,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_curvelrange_ss,BO21_curvelrange_ss,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_salinityltmax_bdmax,BO21_salinityltmax_bdmax,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_salinityltmax_bdmean,BO21_salinityltmax_bdmean,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_salinityltmax_bdmin,BO21_salinityltmax_bdmin,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_salinityltmax_ss,BO21_salinityltmax_ss,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_salinityltmin_bdmax,BO21_salinityltmin_bdmax,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_salinityltmin_bdmean,BO21_salinityltmin_bdmean,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_salinityltmin_bdmin,BO21_salinityltmin_bdmin,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_salinityltmin_ss,BO21_salinityltmin_ss,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_salinitymax_bdmax,BO21_salinitymax_bdmax,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_salinitymax_bdmean,BO21_salinitymax_bdmean,AOGCM,RCP60,2100,2.1
Bio-ORACLE,BO21_RCP60_2100_salinitymax_bdmin,BO21_salinitymax_bdmin,AOGCM,RCP60,2100,2.1
