ID,Lon,Lat,MS_bathy_5m,BO21_tempmean_bdmean,BO21_temprange_bdmean,BO21_tempmean_ss,BO21_temprange_ss,BO21_RCP26_2050_tempmean_bdmean,BO21_RCP45_2050_tempmean_bdmean,BO21_RCP60_2050_tempmean_bdmean,BO21_RCP85_2050_tempmean_bdmean,BO21_RCP26_2100_tempmean_bdmean,BO21_RCP45_2100_tempmean_bdmean,BO21_RCP60_2100_tempmean_bdmean,BO21_RCP85_2100_tempmean_bdmean,BO21_RCP26_2050_temprange_bdmean,BO21_RCP45_2050_temprange_bdmean,BO21_RCP60_2050_temprange_bdmean,BO21_RCP85_2050_temprange_bdmean,BO21_RCP26_2100_temprange_bdmean,BO21_RCP45_2100_temprange_bdmean,BO21_RCP60_2100_temprange_bdmean,BO21_RCP85_2100_temprange_bdmean,BO21_RCP26_2050_tempmean_ss,BO21_RCP45_2050_tempmean_ss,BO21_RCP60_2050_tempmean_ss,BO21_RCP85_2050_tempmean_ss,BO21_RCP26_2100_tempmean_ss,BO21_RCP45_2100_tempmean_ss,BO21_RCP60_2100_tempmean_ss,BO21_RCP85_2100_tempmean_ss,BO21_RCP26_2050_temprange_ss,BO21_RCP45_2050_temprange_ss,BO21_RCP60_2050_temprange_ss,BO21_RCP85_2050_temprange_ss,BO21_RCP26_2100_temprange_ss,BO21_RCP45_2100_temprange_ss,BO21_RCP60_2100_temprange_ss,BO21_RCP85_2100_temprange_ss
1,2.208333333333332,52.291666666666664,-37,10.195,12.256,11.922,13.676,10.828,10.837,10.662,11.09,10.605,11.017,11.391,12.429,12.388,12.745,12.678,13.25,12.92,12.52,12.992,12.197,12.847,13.15,12.693,13.238,12.658,12.924,13.629,15.035,13.487,14.019,13.49,14.712,14.871,13.673,14.556,13.714
2,-0.125,56.29166666666666,-89,7.916,5.782,10.574,11.017,8.165,8.132,7.987,8.321,8.091,8.501,8.67,9.68,5.741,6.034,6.021,6.162,5.749,5.568,6.27,5.35,11.284,11.517,11.083,11.583,11.148,11.374,11.952,13.408,11.107,11.477,11.56,11.734,11.587,11.012,11.917,12.489
3,-9.875,53.12499999999999,-61,10.24,4.524,12.112,9.39,10.207,10.319,10.182,10.349,10.257,10.585,10.88,11.648,4.791,5.153,5.112,5.071,4.851,4.886,5.041,4.817,12.433,12.643,12.32,12.574,12.339,12.522,13.104,14.028,10.455,10.293,10.52,10.5,10.022,10.054,10.508,10.526
4,-3.625,49.87499999999999,-64,11.301,5.899,13.079,9.07,11.853,11.719,11.628,11.933,11.606,12.03,12.439,13.272,6.353,6.219,6.288,6.384,6.201,6.032,5.968,5.972,14.019,14.165,13.823,14.218,13.78,14.144,14.849,16.171,9.632,10.239,10.014,11.061,10.049,10.161,10.241,10.862
5,-10.625,55.04166666666666,-2101,3.319,0.627,12.123,6.064,3.525,3.536,3.545,3.526,3.586,3.619,3.624,3.504,0.59,0.526,0.528,0.525,0.566,0.57,0.596,0.519,12.191,12.403,12.079,12.262,12.119,12.264,12.737,13.635,7.078,7.071,7.291,7.176,6.399,6.597,7.172,7.635
6,-3.708333333333334,53.70833333333333,-32,11.008,9.619,11.404,11.288,11.71,11.599,11.474,11.823,11.432,11.974,12.33,13.3,9.801,9.946,10.264,10.363,10.075,9.989,9.915,9.506,12.269,12.413,12.052,12.514,12.01,12.366,13.013,14.358,11.922,12.287,12.338,12.489,11.832,11.823,12.141,12.805
7,-10.208333333333334,53.54166666666666,-21,11.4,7.4,11.92,8.461,11.265,11.327,11.203,11.349,11.311,11.505,11.77,12.487,7.64,7.992,8.154,8.206,7.913,7.829,8.063,7.749,12.092,12.316,11.994,12.21,12.004,12.171,12.724,13.608,9.577,9.406,9.657,9.593,9.09,9.1,9.649,9.743
8,-3.958333333333334,51.37499999999999,-28,11.849,9.319,12.354,11.564,12.566,12.434,12.336,12.651,12.344,12.828,13.257,14.207,9.59,9.541,9.746,10.069,9.91,9.709,9.529,9.477,13.269,13.405,13.064,13.444,13.057,13.452,14.132,15.458,12.359,12.777,12.636,13.305,12.257,12.864,12.695,13.568
9,-7.875,50.95833333333333,-103,10.428,2.861,12.868,9.256,10.759,10.781,10.63,10.936,10.574,11.071,11.483,12.413,3.033,3.326,3.189,3.506,3.063,3.309,3.275,3.365,13.644,13.741,13.46,13.789,13.376,13.726,14.397,15.563,10.533,10.663,10.814,10.803,9.922,10.486,10.671,11.325
10,-10.791666666666666,50.291666666666664,-187,10.76,0.97,13.495,7.174,11.418,11.502,11.387,11.935,11.954,12.636,12.816,14.021,1.378,1.499,1.298,1.32,0.985,1.121,1.178,0.902,13.925,14.11,13.817,14.069,13.871,14.073,14.628,15.633,8.215,8.495,8.232,8.49,7.864,8.385,8.845,8.976
11,-6.291666666666667,50.95833333333333,-93,10.235,3.656,12.907,9.548,10.654,10.586,10.472,10.802,10.414,10.916,11.319,12.166,3.804,3.981,3.908,4.305,3.798,4,3.781,3.855,13.726,13.814,13.506,13.831,13.486,13.8,14.494,15.707,10.723,10.897,10.891,11.129,10.196,10.934,10.86,11.711
12,-10.208333333333334,56.70833333333333,-2084,3.17,0.365,11.822,5.759,3.374,3.376,3.394,3.367,3.41,3.439,3.418,3.278,0.306,0.258,0.258,0.26,0.28,0.316,0.308,0.257,11.865,12.094,11.759,11.896,11.808,11.88,12.373,13.27,6.23,6.228,6.483,6.6,5.611,6.185,6.747,7.004
13,-10.625,52.70833333333333,-105,10.198,2.271,12.335,8.526,10.246,10.51,10.328,10.61,10.288,10.8,11.193,12.302,2.794,3.094,3.013,3.205,2.845,3.07,2.956,3.099,12.605,12.807,12.483,12.72,12.523,12.677,13.252,14.153,9.649,9.575,9.836,9.786,9.148,9.265,9.82,9.878
14,-8.625,55.95833333333333,-132,9.938,2.862,11.807,6.783,9.873,9.99,10,10.244,10.006,10.31,10.918,12.11,3.231,3.787,3.657,3.921,3.626,3.746,3.87,3.966,12.028,12.186,11.861,12.012,11.905,12.032,12.531,13.51,7.263,7.126,7.426,7.748,6.791,7.201,7.536,7.875
15,-6.291666666666667,50.20833333333333,-81,10.731,4.003,12.858,8.704,11.225,11.12,11.034,11.341,11,11.437,11.833,12.643,4.388,4.335,4.421,4.589,4.244,4.232,4.198,4.073,13.631,13.746,13.422,13.759,13.443,13.723,14.418,15.584,9.7,10.067,10.004,10.255,9.429,10.08,10.063,10.905
16,-5.208333333333334,49.95833333333333,-33,11.157,5.177,12.888,9.289,11.72,11.585,11.508,11.808,11.492,11.901,12.318,13.117,5.398,5.306,5.356,5.499,5.316,5.149,5.1,4.929,13.712,13.831,13.502,13.862,13.509,13.823,14.504,15.736,10.177,10.714,10.519,11.051,10.181,10.765,10.609,11.414
17,-3.708333333333334,54.62499999999999,-12,11.094,11.692,11.061,12.169,11.756,11.665,11.535,11.927,11.502,12.078,12.404,13.548,12.031,11.98,12.353,12.483,11.957,12.436,12.396,12.545,11.819,11.97,11.579,12.044,11.542,11.891,12.493,13.75,12.582,12.844,12.927,13.151,12.446,12.536,12.899,13.44
18,2.125,55.95833333333333,-80,7.95,6.085,10.753,11.78,8.224,8.203,8.053,8.4,8.182,8.609,8.744,9.84,5.756,6.039,6.083,6.242,5.82,5.543,6.236,5.339,11.504,11.772,11.307,11.833,11.44,11.625,12.273,13.719,12.083,12.31,12.42,12.7,12.794,11.815,12.8,12.938
19,2.125,53.37499999999999,-20,11.018,13.868,11.057,13.23,11.935,11.921,11.69,12.199,11.709,12.213,12.595,13.853,13.954,14.405,14.039,14.747,14.748,14.235,14.605,14.038,11.967,12.238,11.777,12.321,11.803,12.051,12.74,14.203,13.38,13.677,13.311,14.2,14.464,13.321,14.105,13.67
20,0.375,52.791666666666664,-18,11.001,14.365,11.031,13.934,11.897,11.898,11.709,12.235,11.751,12.292,12.693,14.116,14.46,14.486,14.725,15.373,15.399,15.025,15.132,15.273,12.002,12.26,11.793,12.367,11.877,12.19,12.872,14.339,14.163,14.412,14.14,14.95,15.164,14.239,14.689,14.569
21,-7.541666666666667,56.20833333333333,-123,9.572,3.858,11.391,7.43,9.483,9.587,9.563,9.735,9.584,9.834,10.31,11.371,4.139,4.686,4.548,4.738,4.499,4.623,4.772,4.666,11.716,11.852,11.528,11.728,11.568,11.716,12.257,13.285,7.885,7.785,8.113,8.46,7.534,7.753,8.132,8.427
22,0.7083333333333321,49.87499999999999,-17,12.586,12.674,12.841,12.4,13.541,13.505,13.333,13.819,13.334,13.889,14.313,15.656,12.549,12.804,12.964,13.769,13.68,13.276,13.347,13.406,13.797,14.009,13.627,14.091,13.569,13.901,14.621,15.921,12.31,12.776,12.582,14.006,13.249,12.616,13.064,13.258
23,1.875,53.79166666666666,-26,10.67,13.284,10.776,12.165,11.591,11.567,11.333,11.848,11.382,11.883,12.258,13.545,13.437,13.871,13.536,14.169,14.235,13.709,14.009,13.573,11.673,11.943,11.474,12.017,11.526,11.763,12.449,13.918,12.296,12.629,12.334,13.083,13.332,12.252,12.947,12.75
24,-10.375,54.62499999999999,-122,10.573,2.679,12.072,6.75,10.44,10.626,10.598,10.758,10.582,10.986,11.389,12.567,3.231,3.551,3.468,3.577,3.419,3.355,3.387,3.368,12.153,12.37,12.045,12.228,12.07,12.225,12.715,13.61,7.788,7.684,7.935,7.851,7.175,7.315,7.893,8.251
25,-0.375,54.70833333333333,-59,8.77,7.979,10.615,11.39,9.244,9.199,9.071,9.441,9.075,9.52,9.784,10.728,8.062,8.376,8.428,8.619,8.09,7.946,8.187,7.403,11.493,11.717,11.271,11.825,11.25,11.545,12.241,13.63,11.419,11.755,11.854,12.118,12.072,11.623,11.906,12.682
26,0.041666666666666075,53.87499999999999,-15,10.356,11.673,10.26,10.716,11.238,11.219,11.008,11.544,11.075,11.618,11.986,13.367,11.787,11.859,12.113,12.383,12.577,12.133,12.448,12.363,11.216,11.432,10.967,11.552,11.039,11.321,12.057,13.475,10.797,11.027,10.97,11.445,11.597,10.879,11.153,11.69
27,1.041666666666666,51.62499999999999,-3,12.31,14.862,12.176,15.041,13.224,13.237,13.053,13.568,13.06,13.6,14.007,15.425,14.84,14.959,15.024,15.981,15.987,15.522,15.679,15.522,13.122,13.404,12.965,13.501,12.962,13.253,13.929,15.374,14.941,15.496,14.999,16.213,16.23,15.126,15.844,15.404
28,-9.375,50.12499999999999,-35,10.638,1.767,13.102,8.62,11.125,11.266,11.033,11.597,10.896,11.774,12.174,13.568,2.272,2.512,2.277,2.682,2.219,2.555,2.509,2.287,13.679,13.861,13.551,13.845,13.562,13.808,14.436,15.489,9.65,9.934,9.807,9.926,9.31,9.813,10.268,10.389
29,0.625,50.37499999999999,-35,12.145,11.82,12.804,11.13,12.947,12.829,12.718,13.1,12.676,13.115,13.527,14.451,12.081,12.079,12.127,12.537,12.538,12.166,12.231,11.488,13.759,13.994,13.603,14.081,13.551,13.869,14.573,15.91,11.011,11.492,11.19,12.661,12.033,11.218,11.837,11.82
30,-7.041666666666667,50.791666666666664,-105,10.332,3.444,13.008,9.401,10.735,10.705,10.589,10.92,10.51,11.035,11.443,12.324,3.593,3.759,3.7,4.131,3.63,3.88,3.668,3.676,13.789,13.884,13.581,13.907,13.561,13.867,14.545,15.721,10.559,10.744,10.78,10.873,10.067,10.712,10.753,11.544
31,1.541666666666666,51.041666666666664,-45,11.996,11.682,12.557,12.342,12.693,12.657,12.503,12.907,12.434,12.863,13.275,14.277,11.848,12.127,12.094,12.641,12.358,11.876,12.26,11.583,13.508,13.803,13.368,13.889,13.34,13.645,14.319,15.749,12.135,12.71,12.211,13.54,13.388,12.258,13.074,12.51
32,-5.291666666666667,55.29166666666666,-46,10.256,8.15,10.842,8.672,10.532,10.508,10.325,10.565,10.411,10.722,11.017,11.906,8.367,8.669,8.761,8.908,8.596,8.385,8.569,8.065,11.321,11.419,11.07,11.372,11.136,11.394,11.922,12.994,9.232,9.326,9.637,9.826,8.716,9.058,9.309,9.679
33,-0.9583333333333339,50.37499999999999,-46,11.545,8.166,12.745,11.196,12.152,12.046,11.927,12.258,11.915,12.259,12.703,13.514,8.45,8.422,8.394,8.479,8.532,8.076,8.238,7.808,13.7,13.883,13.519,13.953,13.454,13.795,14.521,15.811,11.271,11.797,11.616,12.963,11.974,11.687,11.974,12.42
34,-0.20833333333333393,54.37499999999999,-50,9.39,9.434,10.445,11.221,10.017,9.988,9.844,10.271,9.827,10.3,10.621,11.593,9.45,9.859,10.02,10.168,9.66,9.555,9.719,9.011,11.368,11.589,11.128,11.701,11.16,11.45,12.162,13.561,11.253,11.539,11.551,11.947,11.969,11.401,11.659,12.31
35,-1.458333333333334,49.95833333333333,-65,11.555,8.03,12.92,10.121,12.188,12.032,11.937,12.252,11.934,12.334,12.751,13.594,8.309,8.179,8.206,8.335,8.21,7.865,7.936,7.734,13.883,14.061,13.699,14.132,13.646,13.99,14.71,16.002,10.24,10.744,10.621,11.931,10.964,10.587,10.954,11.365
36,-1.5416666666666679,56.70833333333333,-57,8.95,7.804,9.978,9.35,9.267,9.205,9.089,9.411,9.092,9.477,9.68,10.688,7.86,8.218,8.291,8.432,7.885,7.841,8.104,7.182,10.637,10.84,10.463,10.904,10.428,10.696,11.144,12.592,9.45,9.779,9.827,10.183,9.761,9.425,10.106,10.764
37,-9.875,51.62499999999999,-34,11.259,6.06,11.995,8.35,11.4,11.439,11.337,11.563,11.372,11.694,12.029,12.742,6.191,6.374,6.503,6.482,6.189,6.305,6.634,6.128,12.541,12.715,12.39,12.697,12.423,12.666,13.256,14.291,9.486,9.473,9.679,9.585,8.788,9.259,9.692,9.984
38,1.541666666666666,50.45833333333333,-7,12.581,13.476,12.714,12.891,13.506,13.518,13.341,13.85,13.32,13.863,14.287,15.684,13.377,13.496,13.575,14.655,14.545,14.044,14.261,14.044,13.671,13.944,13.528,14.031,13.491,13.805,14.497,15.884,12.685,13.21,12.819,14.222,13.863,12.859,13.563,13.283
39,-5.041666666666667,49.95833333333333,-73,11.026,4.617,12.965,9.481,11.547,11.411,11.336,11.62,11.311,11.726,12.142,12.911,5.024,4.998,5.025,5.224,4.931,4.822,4.679,4.644,13.793,13.912,13.59,13.949,13.59,13.913,14.581,15.825,10.356,10.884,10.69,11.268,10.419,10.962,10.772,11.577
40,-5.458333333333334,52.20833333333333,-91,9.943,4.188,11.838,8.03,10.287,10.247,10.125,10.428,10.093,10.558,10.942,11.804,4.333,4.488,4.427,4.765,4.331,4.497,4.293,4.302,12.733,12.827,12.504,12.892,12.468,12.847,13.54,14.797,8.927,9.202,9.194,9.494,8.584,9.026,8.982,9.652
41,-11.458333333333334,51.791666666666664,-232,10.505,0.914,13.023,6.783,11.08,11.136,11.009,11.434,11.799,12.333,12.47,13.642,1.541,1.429,1.342,1.365,0.879,1.287,1.204,0.762,13.326,13.514,13.211,13.44,13.282,13.406,13.97,14.901,7.993,8.049,8.099,8.053,7.43,7.741,8.456,8.616
42,-4.625,51.37499999999999,-45,11.089,7.391,12.373,10.4,11.717,11.598,11.493,11.807,11.48,11.893,12.351,13.266,7.449,7.568,7.695,7.989,7.568,7.393,7.318,7.117,13.263,13.375,13.043,13.415,13.036,13.418,14.092,15.387,11.281,11.603,11.492,12.018,11.006,11.743,11.459,12.391
43,-7.625,56.95833333333333,-22,10.784,7.665,10.922,7.233,10.923,10.897,10.782,10.943,10.888,11.162,11.42,12.314,7.749,7.817,8.226,8.284,7.565,8.189,8.568,8.206,11.158,11.295,10.99,11.148,11.019,11.126,11.662,12.693,7.547,7.503,7.831,8.047,7.2,7.484,8.099,8.133
